id,short_code,name,classification,type,size,color,description_main,description_extra,manufacturer,part_number
food_meat_sausages_pork_chipolatas,,Food Meat Sausages Pork Chipolatas,food,meat,,,sausages,pork_chipolatas,,
food_meat_tuna_in_sunflower_oil_tin_125_gram,,Food Meat Tuna In Sunflower Oil Tin 125 Gram,food,meat,,,tuna_in_sunflower_oil,tin_125_gram,,
food_pantry_ingredient_coconut_milk_tin_400_ml,,Food Pantry Ingredient Coconut Milk Tin 400 Ml,food,pantry,,ingredient,coconut_milk,tin_400_ml,,
food_pantry_ingredient_pasta_sauce_tomato_and_roasted_garlic_jar_350_gram_loyd_grossman,,Food Pantry Ingredient Pasta Sauce Tomato And Roasted Garlic Jar 350 Gram Loyd Grossman,food,pantry,,ingredient,pasta_sauce_tomato_and_roasted_garlic,jar_350_gram,loyd_grossman,
food_pantry_ingredient_tomatoes_tin_400_gram_cirio,,Food Pantry Ingredient Tomatoes Tin 400 Gram Cirio,food,pantry,,ingredient,tomatoes,tin_400_gram,cirio,
food_pantry_prepared_pasta_sauce_tomato_and_roasted_garlic_jar_350_gram_loyd_grossman,,Food Pantry Prepared Pasta Sauce Tomato And Roasted Garlic Jar 350 Gram Loyd Grossman,food,pantry,,prepared,pasta_sauce_tomato_and_roasted_garlic,jar_350_gram,loyd_grossman,
food_starch_oats_porridge,,Food Starch Oats Porridge,food,starch,oats,porridge,,,,
food_starch_pasta_fusilli,,Food Starch Pasta Fusilli,food,starch,pasta,fusilli,,,,
food_starch_pasta_penne,,Food Starch Pasta Penne,food,starch,pasta,penne,,,,
food_starch_pasta_spaghetti,,Food Starch Pasta Spaghetti,food,starch,pasta,spaghetti,,,,
food_starch_pasta_spaghetti_box_500_gram_barilla,,Food Starch Pasta Spaghetti Box 500 Gram Barilla,food,starch,pasta,spaghetti,,box_500_gram,barilla,
food_starch_rice_basmati,,Food Starch Rice Basmati,food,starch,rice,basmati,,,,
food_starch_rice_brown_short_grain,,Food Starch Rice Brown Short Grain,food,starch,rice,brown_short_grain,,,,
food_starch_rice_dong_bei,,Food Starch Rice Dong Bei,food,starch,rice,dong_bei,,,,
food_vegetable_avocado,,Food Vegetable Avocado,food,vegetable,,,avocado,,,
food_vegetable_broccoli,,Food Vegetable Broccoli,food,vegetable,,,broccoli,,,
food_vegetable_carrot,,Food Vegetable Carrot,food,vegetable,,,carrot,,,
food_vegetable_chinese_leaf,,Food Vegetable Chinese Leaf,food,vegetable,,,chinese_leaf,,,
food_vegetable_coriander,,Food Vegetable Coriander,food,vegetable,,,coriander,,,
food_vegetable_cucumber,,Food Vegetable Cucumber,food,vegetable,,,cucumber,,,
food_vegetable_dill,,Food Vegetable Dill,food,vegetable,,,dill,,,
food_vegetable_lettuce_iceberg,,Food Vegetable Lettuce ICeberg,food,vegetable,,,lettuce,iceberg,,
food_vegetable_pepper_red,,Food Vegetable Pepper Red,food,vegetable,,,pepper,red,,
food_vegetable_sweetcorn_tin_198_gram,,Food Vegetable Sweetcorn Tin 198 Gram,food,vegetable,,,sweetcorn,tin_198_gram,,
food_vegetable_sweetcorn_tin_340_gram,,Food Vegetable Sweetcorn Tin 340 Gram,food,vegetable,,,sweetcorn,tin_340_gram,,
food_vegetable_tomatoes_tin_400_gram_cirio,,Food Vegetable Tomatoes Tin 400 Gram Cirio,food,vegetable,,,tomatoes,tin_400_gram,cirio,
food_vegetable_tomato_cherry_piccolo,,Food Vegetable Tomato Cherry Piccolo,food,vegetable,,,tomato_cherry,piccolo,,
food_vegetable_tomato_rosa_vine,,Food Vegetable Tomato Rosa Vine,food,vegetable,,,tomato,rosa_vine,,
