id,short_code,name,type,description_main,description_only_numbers1151M390060,part_number_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,part_number_manufacturer_metalmate,webpage_manufacturer_metalmate,price_current,name_manufacturer_metalmate
food_dairy_cheese_mature_cheddar_cathedral_city,,Food Dairy Cheese Mature Cheddar Cathedral City,dairy,cheese,,,,,,,
food_dairy_eggs_large_free_range_six,,Food Dairy Eggs Large Free Range Six,dairy,eggs,,,,,,,
food_drink_coffee_ground_filter_classic_tin_250_gram_illy,,Food Drink Coffee Ground Filter Classic Tin 250 Gram Illy,drink,classic,,,,,,,
food_drink_coffee_instant_espresso_jar_95_gram_nescafe,,Food Drink Coffee Instant Espresso Jar 95 Gram Nescafe,drink,espresso,,,,,,,
food_fruit_apple_pink_lady,,Food Fruit Apple Pink Lady,fruit,apple,,,,,,,
food_fruit_bunch_banana,,Food Fruit Bunch Banana,fruit,banana,,,,,,,
food_meat_sausages_pork_chipolatas,,Food Meat Sausages Pork Chipolatas,meat,sausages,,,,,,,
food_meat_tuna_in_sunflower_oil_tin_125_gram,,Food Meat Tuna In Sunflower Oil Tin 125 Gram,meat,tuna_in_sunflower_oil,,,,,,,
food_pantry_ingredient_coconut_milk_tin_400_ml,,Food Pantry Ingredient Coconut Milk Tin 400 Ml,pantry,coconut_milk,,,,,,,
food_pantry_ingredient_pasta_sauce_tomato_and_roasted_garlic_jar_350_gram_loyd_grossman,,Food Pantry Ingredient Pasta Sauce Tomato And Roasted Garlic Jar 350 Gram Loyd Grossman,pantry,pasta_sauce_tomato_and_roasted_garlic,,,,,,,
food_pantry_ingredient_tomatoes_tin_400_gram_cirio,,Food Pantry Ingredient Tomatoes Tin 400 Gram Cirio,pantry,tomatoes,,,,,,,
food_pantry_prepared_pasta_sauce_tomato_and_roasted_garlic_jar_350_gram_loyd_grossman,,Food Pantry Prepared Pasta Sauce Tomato And Roasted Garlic Jar 350 Gram Loyd Grossman,pantry,pasta_sauce_tomato_and_roasted_garlic,,,,,,,
food_starch_oats_porridge,,Food Starch Oats Porridge,starch,,,,,,,,
food_starch_pasta_fusilli,,Food Starch Pasta Fusilli,starch,,,,,,,,
food_starch_pasta_penne,,Food Starch Pasta Penne,starch,,,,,,,,
food_starch_pasta_spaghetti,,Food Starch Pasta Spaghetti,starch,,,,,,,,
food_starch_pasta_spaghetti_box_500_gram_barilla,,Food Starch Pasta Spaghetti Box 500 Gram Barilla,starch,,,,,,,,
food_starch_rice_basmati,,Food Starch Rice Basmati,starch,,,,,,,,
food_starch_rice_brown_short_grain,,Food Starch Rice Brown Short Grain,starch,,,,,,,,
food_starch_rice_dong_bei,,Food Starch Rice Dong Bei,starch,,,,,,,,
food_vegetable_avocado,,Food Vegetable Avocado,vegetable,avocado,,,,,,,
food_vegetable_broccoli,,Food Vegetable Broccoli,vegetable,broccoli,,,,,,,
food_vegetable_carrot,,Food Vegetable Carrot,vegetable,carrot,,,,,,,
food_vegetable_chinese_leaf,,Food Vegetable Chinese Leaf,vegetable,chinese_leaf,,,,,,,
food_vegetable_coriander,,Food Vegetable Coriander,vegetable,coriander,,,,,,,
food_vegetable_cucumber,,Food Vegetable Cucumber,vegetable,cucumber,,,,,,,
food_vegetable_dill,,Food Vegetable Dill,vegetable,dill,,,,,,,
food_vegetable_lettuce_iceberg,,Food Vegetable Lettuce ICeberg,vegetable,lettuce,,,,,,,
food_vegetable_pepper_red,,Food Vegetable Pepper Red,vegetable,pepper,,,,,,,
food_vegetable_sweetcorn_tin_198_gram,,Food Vegetable Sweetcorn Tin 198 Gram,vegetable,sweetcorn,,,,,,,
food_vegetable_sweetcorn_tin_340_gram,,Food Vegetable Sweetcorn Tin 340 Gram,vegetable,sweetcorn,,,,,,,
food_vegetable_tomatoes_tin_400_gram_cirio,,Food Vegetable Tomatoes Tin 400 Gram Cirio,vegetable,tomatoes,,,,,,,
food_vegetable_tomato_cherry_piccolo,,Food Vegetable Tomato Cherry Piccolo,vegetable,tomato_cherry,,,,,,,
food_vegetable_tomato_rosa_vine,,Food Vegetable Tomato Rosa Vine,vegetable,tomato,,,,,,,
