oomp_id,part_number_distributor_orbital_fasteners,part_number_manufacturer_metalmate,distributor_current,quantity_current,price_1_distributor_orbital_fasteners,price_100_distributor_orbital_fasteners,price_200_distributor_orbital_fasteners,price_1000_distributor_orbital_fasteners,price_10000_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,webpage_manufacturer_metalmate,name_manufacturer_metalmate,box_size_manufacturer_metalmate,box_of_box_size_manufacturer_metalmate,commonity_code,barcode_manufacturer_metalmate,price_1,price_100,price_200,price_1000,price_10000,price_current,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth_weight,project_bolt_tray_capacity_oobb_2_5_width_2_length_18_mm_depth,weight,weight_10,part_number_distributor_accu,part_number_distributor_accu_search,price_1_distributor_accu,price_100_distributor_accu,price_200_distributor_accu,price_1000_distributor_accu,price_10000_distributor_accu,webpage_distributor_accu
hardware_screw_socket_cap_m3_black_30_mm_length_hex_head,1891054,1150M390030,orbital_fasteners,200,0.0557,0.0557,0.031,0.0247,0.0247,https://www.orbitalfasteners.co.uk/products/m3-x-30-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-30-socket-cap-screw-gr12-9-self-colour-din-91-1150m390030,M3 x 30 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420695992,0.0557,0.0557,0.031,0.0247,0.0247,0.031,,,,,,SSCF-M3-30-12.9,SSCF-M3-30-12.9+-zinc,0.69,0.07,0.07,0.05,0.05,https://www.accu.co.uk/metric-cap-head-screws/16010-SSC-M3-30-12-9
hardware_screw_socket_cap_m3_black_35_mm_length_hex_head,1891056,1150M390035,orbital_fasteners,200,0.0605,0.0605,0.0336,0.0302,0.0302,https://www.orbitalfasteners.co.uk/products/m3-x-35-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-35-socket-cap-screw-gr12-9-self-colour-din-91-1150m390035,M3 x 35 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,3000,7318156890,5050420696005,0.0605,0.0605,0.0336,0.0302,0.0302,0.0336,,,,,,SSCF-M3-35-12.9,SSCF-M3-35-12.9+-zinc,0.70,0.08,0.08,0.06,0.06,https://www.accu.co.uk/metric-cap-head-screws/386626-SSC-M3-35-12-9
hardware_screw_socket_cap_m3_black_40_mm_length_hex_head,1891057,1150M390040,orbital_fasteners,200,0.0678,0.0678,0.0377,0.0301,0.0301,https://www.orbitalfasteners.co.uk/products/m3-x-40-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-40-socket-cap-screw-gr12-9-self-colour-din-91-1150m390040,M3 x 40 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420696012,0.0678,0.0678,0.0377,0.0301,0.0301,0.0377,,,,,,SSCF-M3-40-12.9,SSCF-M3-40-12.9+-zinc,0.67,0.06,0.06,0.06,0.04,https://www.accu.co.uk/metric-cap-head-screws/16011-SSC-M3-40-12-9
hardware_screw_socket_cap_m3_black_50_mm_length_hex_head,1891058,1150M390050,orbital_fasteners,200,0.1024,0.1024,0.0569,0.0455,0.0455,https://www.orbitalfasteners.co.uk/products/m3-x-50-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-50-socket-cap-screw-gr12-9-self-colour-din-91-1150m390050,M3 x 50 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,3000,7318156890,5050420696036,0.1024,0.1024,0.0569,0.0455,0.0455,0.0569,,,,,,SSCF-M3-50-12.9,SSCF-M3-50-12.9+-zinc,,,,,,https://www.accu.co.uk/search-uk
hardware_screw_socket_cap_m4_black_6_mm_length_hex_head,1891060,,orbital_fasteners,200,0.0324,0.0324,0.018,0.0144,0.0144,https://www.orbitalfasteners.co.uk/products/m4-x-6-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0324,0.0324,0.018,0.0144,0.0144,0.018,,,,,,SSCF-M4-6-12.9,SSCF-M4-6-12.9+-zinc,0.63,0.03,0.03,0.03,0.03,https://www.accu.co.uk/metric-cap-head-screws/16017-SSCF-M4-6-12-9
hardware_screw_socket_cap_m4_black_8_mm_length_hex_head,1891070,,orbital_fasteners,200,0.0329,0.0329,0.0182,0.0146,0.0146,https://www.orbitalfasteners.co.uk/products/m4-x-8-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0329,0.0329,0.0182,0.0146,0.0146,0.0182,,,,,,SSCF-M4-8-12.9,SSCF-M4-8-12.9+-zinc,0.62,0.02,0.02,0.02,0.02,https://www.accu.co.uk/metric-cap-head-screws/16018-SSCF-M4-8-12-9
hardware_screw_socket_cap_m4_black_10_mm_length_hex_head,1891080,,orbital_fasteners,200,0.0332,0.0332,0.0185,0.0148,0.0148,https://www.orbitalfasteners.co.uk/products/m4-x-10-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0332,0.0332,0.0185,0.0148,0.0148,0.0185,,,,,,SSCF-M4-10-12.9,SSCF-M4-10-12.9+-zinc,0.63,0.03,0.03,0.03,0.03,https://www.accu.co.uk/metric-cap-head-screws/16019-SSCF-M4-10-12-9
hardware_screw_socket_cap_m4_black_12_mm_length_hex_head,1891090,,orbital_fasteners,200,0.0337,0.0337,0.0187,0.015,0.015,https://www.orbitalfasteners.co.uk/products/m4-x-12-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0337,0.0337,0.0187,0.015,0.015,0.0187,,,,,,SSCF-M4-12-12.9,SSCF-M4-12-12.9+-zinc,0.62,0.02,0.02,0.02,0.02,https://www.accu.co.uk/metric-cap-head-screws/16020-SSCF-M4-12-12-9
hardware_screw_socket_cap_m4_black_14_mm_length_hex_head,1891095,,orbital_fasteners,200,0.0341,0.0341,0.019,0.0151,0.0151,https://www.orbitalfasteners.co.uk/products/m4-x-14-socket-cap-screw-high-tensile-grade-12-9-self-colour-din-912,,,,,,,0.0341,0.0341,0.019,0.0151,0.0151,0.019,,,,,,SSCF-M4-14-12.9,SSCF-M4-14-12.9+-zinc,,,,,,https://www.accu.co.uk/search-uk
hardware_screw_socket_cap_m4_black_16_mm_length_hex_head,1891100,,orbital_fasteners,200,0.0354,0.0354,0.0197,0.0157,0.0157,https://www.orbitalfasteners.co.uk/products/m4-x-16-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0354,0.0354,0.0197,0.0157,0.0157,0.0197,,,,,,SSCF-M4-16-12.9,SSCF-M4-16-12.9+-zinc,0.63,0.03,0.03,0.03,0.02,https://www.accu.co.uk/metric-cap-head-screws/16023-SSCF-M4-16-12-9
hardware_screw_socket_cap_m4_black_20_mm_length_hex_head,1891110,,orbital_fasteners,200,0.0372,0.0372,0.0206,0.0166,0.0166,https://www.orbitalfasteners.co.uk/products/m4-x-20-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0372,0.0372,0.0206,0.0166,0.0166,0.0206,,,,,,SSCF-M4-20-12.9,SSCF-M4-20-12.9+-zinc,0.65,0.04,0.04,0.04,0.04,https://www.accu.co.uk/metric-cap-head-screws/386627-SSC-M4-20-12-9
hardware_screw_socket_cap_m4_black_25_mm_length_hex_head,1891120,,orbital_fasteners,200,0.0424,0.0424,0.0235,0.0188,0.0188,https://www.orbitalfasteners.co.uk/products/m4-x-25-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0424,0.0424,0.0235,0.0188,0.0188,0.0235,,,,,,SSCF-M4-25-12.9,SSCF-M4-25-12.9+-zinc,0.65,0.04,0.04,0.03,0.03,https://www.accu.co.uk/metric-cap-head-screws/16027-SSC-M4-25-12-9
hardware_screw_socket_cap_m4_black_30_mm_length_hex_head,1891130,,orbital_fasteners,200,0.0462,0.0462,0.0257,0.0205,0.0205,https://www.orbitalfasteners.co.uk/products/m4-x-30-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0462,0.0462,0.0257,0.0205,0.0205,0.0257,,,,,,SSCF-M4-30-12.9,SSCF-M4-30-12.9+-zinc,0.66,0.05,0.05,0.04,0.04,https://www.accu.co.uk/metric-cap-head-screws/16028-SSC-M4-30-12-9
hardware_screw_socket_cap_m4_black_35_mm_length_hex_head,1891140,,orbital_fasteners,200,0.0527,0.0527,0.0293,0.0264,0.0234,https://www.orbitalfasteners.co.uk/products/m4-x-35-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0527,0.0527,0.0293,0.0264,0.0234,0.0293,,,,,,SSCF-M4-35-12.9,SSCF-M4-35-12.9+-zinc,0.67,0.06,0.06,0.04,0.04,https://www.accu.co.uk/metric-cap-head-screws/16029-SSC-M4-35-12-9
hardware_screw_socket_cap_m4_black_45_mm_length_hex_head,1891145,,orbital_fasteners,200,0.067,0.067,0.0372,0.0335,0.0298,https://www.orbitalfasteners.co.uk/products/m4-x-45-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.067,0.067,0.0372,0.0335,0.0298,0.0372,,,,,,SSCF-M4-45-12.9,SSCF-M4-45-12.9+-zinc,0.67,0.06,0.06,0.06,0.04,https://www.accu.co.uk/metric-cap-head-screws/16031-SSC-M4-45-12-9
hardware_screw_socket_cap_m4_black_60_mm_length_hex_head,1891146,,orbital_fasteners,200,0.0989,0.0989,0.055,0.0439,0.0439,https://www.orbitalfasteners.co.uk/products/m4-x-60-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0989,0.0989,0.055,0.0439,0.0439,0.055,,,,,,SSCF-M4-60-12.9,SSCF-M4-60-12.9+-zinc,,,,,,https://www.accu.co.uk/search-uk
hardware_screw_socket_cap_m4_black_65_mm_length_hex_head,1891147,,orbital_fasteners,200,0.1944,0.1944,0.108,0.0864,0.0864,https://www.orbitalfasteners.co.uk/products/m4-x-65-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1944,0.1944,0.108,0.0864,0.0864,0.108,,,,,,SSCF-M4-65-12.9,SSCF-M4-65-12.9+-zinc,,,,,,https://www.accu.co.uk/search-uk
hardware_screw_socket_cap_m4_black_70_mm_length_hex_head,1891148,,orbital_fasteners,200,0.1728,0.1728,0.096,0.0768,0.0768,https://www.orbitalfasteners.co.uk/products/m4-x-70-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1728,0.1728,0.096,0.0768,0.0768,0.096,,,,,,SSCF-M4-70-12.9,SSCF-M4-70-12.9+-zinc,0.91,0.24,0.21,0.20,0.20,https://www.accu.co.uk/metric-cap-head-screws/16035-SSC-M4-70-12-9
hardware_screw_socket_cap_m4_black_75_mm_length_hex_head,1891149,,orbital_fasteners,200,0.2173,0.2173,0.1207,0.0966,0.0966,https://www.orbitalfasteners.co.uk/products/m4-x-75-socket-cap-screw-h-t-grade-12-9-self-colour,,,,,,,0.2173,0.2173,0.1207,0.0966,0.0966,0.1207,,,,,,SSCF-M4-75-12.9,SSCF-M4-75-12.9+-zinc,,,,,,https://www.accu.co.uk/search-uk
hardware_screw_socket_cap_m4_black_40_mm_length_hex_head,1891150,,orbital_fasteners,200,0.0622,0.0622,0.0346,0.0311,0.0276,https://www.orbitalfasteners.co.uk/products/m4-x-40-socket-cap-screw-high-tensilegrade-12-9-self-colour,,,,,,,0.0622,0.0622,0.0346,0.0311,0.0276,0.0346,,,,,,SSCF-M4-40-12.9,SSCF-M4-40-12.9+-zinc,0.66,0.05,0.05,0.04,0.04,https://www.accu.co.uk/metric-cap-head-screws/16030-SSC-M4-40-12-9
hardware_screw_socket_cap_m4_black_50_mm_length_hex_head,1891160,,orbital_fasteners,200,0.0773,0.0773,0.043,0.0386,0.0343,https://www.orbitalfasteners.co.uk/products/m4-x-50-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0773,0.0773,0.043,0.0386,0.0343,0.043,,,,,,SSCF-M4-50-12.9,SSCF-M4-50-12.9+-zinc,0.70,0.08,0.08,0.06,0.06,https://www.accu.co.uk/metric-cap-head-screws/16032-SSC-M4-50-12-9
hardware_screw_socket_cap_m5_black_6_mm_length_hex_head,1891165,1150M470006,orbital_fasteners,200,0.0394,0.0394,0.0218,0.0175,0.0175,https://www.orbitalfasteners.co.uk/products/m5-x-6-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-6-socket-cap-screw-gr12-9-self-colour-din-912-1150m470006,M5 x 6 Socket Cap Screw Gr12.9 Self Colour DIN 912 165,200,4800,7318156890,5050420696258,0.0394,0.0394,0.0218,0.0175,0.0175,0.0218,,,,,,SSCF-M5-6-12.9,SSCF-M5-6-12.9+-zinc,0.72,0.10,0.10,0.08,0.08,https://www.accu.co.uk/metric-cap-head-screws/386628-SSCF-M5-6-12-9
hardware_screw_socket_cap_m5_black_8_mm_length_hex_head,1891170,1150M470008,orbital_fasteners,200,0.0406,0.0406,0.0226,0.018,0.018,https://www.orbitalfasteners.co.uk/products/m5-x-8-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-8-socket-cap-screw-gr12-9-self-colour-din-912-1150m470008,M5 x 8 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420696265,0.0406,0.0406,0.0226,0.018,0.018,0.0226,,,,,,SSCF-M5-8-12.9,SSCF-M5-8-12.9+-zinc,0.63,0.03,0.03,0.02,0.02,https://www.accu.co.uk/metric-cap-head-screws/386629-SSCF-M5-8-12-9
hardware_screw_socket_cap_m5_black_10_mm_length_hex_head,1891180,1150M470010,orbital_fasteners,200,0.0424,0.0424,0.0235,0.0188,0.0188,https://www.orbitalfasteners.co.uk/products/m5-x-10-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-10-socket-cap-screw-gr12-9-self-colour-din-91-1150m470010,M5 x 10 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420696272,0.0424,0.0424,0.0235,0.0188,0.0188,0.0235,,,,,,SSCF-M5-10-12.9,SSCF-M5-10-12.9+-zinc,0.63,0.03,0.03,0.02,0.02,https://www.accu.co.uk/metric-cap-head-screws/16040-SSCF-M5-10-12-9
hardware_screw_socket_cap_m5_black_12_mm_length_hex_head,1891190,1150M470012,orbital_fasteners,200,0.0427,0.0427,0.0238,0.019,0.019,https://www.orbitalfasteners.co.uk/products/m5-x-12-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-12-socket-cap-screw-gr12-9-self-colour-din-91-1150m470012,M5 x 12 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420696289,0.0427,0.0427,0.0238,0.019,0.019,0.0238,,,,,,SSCF-M5-12-12.9,SSCF-M5-12-12.9+-zinc,0.63,0.03,0.03,0.02,0.02,https://www.accu.co.uk/metric-cap-head-screws/16041-SSCF-M5-12-12-9
hardware_screw_socket_cap_m5_black_14_mm_length_hex_head,1891195,1150M470014,orbital_fasteners,200,0.0445,0.0445,0.0247,0.0198,0.0198,https://www.orbitalfasteners.co.uk/products/m5-x-14-socket-cap-screw-high-tensile-grade-12-9-self-colour-din-912,https://www.harclob2b.com/m5-x-14-socket-cap-screw-gr12-9-self-colour-din-91-1150m470014,M5 x 14 Socket Cap Screw Gr12.9 Self Colour DIN 912 165,200,4800,7318156890,5050420696296,0.0445,0.0445,0.0247,0.0198,0.0198,0.0247,,,,,,SSCF-M5-14-12.9,SSCF-M5-14-12.9+-zinc,,,,,,https://www.accu.co.uk/search-uk
hardware_screw_socket_cap_m5_black_16_mm_length_hex_head,1891200,1150M470016,orbital_fasteners,200,0.0488,0.0488,0.0271,0.0217,0.0217,https://www.orbitalfasteners.co.uk/products/m5-x-16-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-16-socket-cap-screw-gr12-9-self-colour-din-91-1150m470016,M5 x 16 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420696319,0.0488,0.0488,0.0271,0.0217,0.0217,0.0271,,,,,,SSCF-M5-16-12.9,SSCF-M5-16-12.9+-zinc,0.63,0.03,0.03,0.02,0.02,https://www.accu.co.uk/metric-cap-head-screws/16044-SSCF-M5-16-12-9
hardware_screw_socket_cap_m5_black_20_mm_length_hex_head,1891210,1150M470020,orbital_fasteners,200,0.0527,0.0527,0.0293,0.0264,0.0234,https://www.orbitalfasteners.co.uk/products/m5-x-20-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-20-socket-cap-screw-gr12-9-self-colour-din-91-1150m470020,M5 x 20 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,3000,7318156890,5050420696326,0.0527,0.0527,0.0293,0.0264,0.0234,0.0293,,,,,,SSCF-M5-20-12.9,SSCF-M5-20-12.9+-zinc,0.63,0.03,0.03,0.03,0.02,https://www.accu.co.uk/metric-cap-head-screws/16046-SSCF-M5-20-12-9
hardware_screw_socket_cap_m5_black_25_mm_length_hex_head,1891220,1150M470025,orbital_fasteners,200,0.0557,0.0557,0.031,0.0278,0.0247,https://www.orbitalfasteners.co.uk/products/m5-x-25-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-25-socket-cap-screw-gr12-9-self-colour-din-91-1150m470025,M5 x 25 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,3000,7318156890,5050420696333,0.0557,0.0557,0.031,0.0278,0.0247,0.031,,,,,,SSCF-M5-25-12.9,SSCF-M5-25-12.9+-zinc,0.65,0.04,0.04,0.04,0.03,https://www.accu.co.uk/metric-cap-head-screws/16048-SSC-M5-25-12-9
hardware_screw_socket_cap_m5_black_30_mm_length_hex_head,1891230,1150M470030,orbital_fasteners,200,0.0578,0.0578,0.0322,0.0289,0.0257,https://www.orbitalfasteners.co.uk/products/m5-x-30-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-30-socket-cap-screw-gr12-9-self-colour-din-91-1150m470030,M5 x 30 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,3000,7318156890,5050420696340,0.0578,0.0578,0.0322,0.0289,0.0257,0.0322,,,,,,SSCF-M5-30-12.9,SSCF-M5-30-12.9+-zinc,0.66,0.05,0.05,0.05,0.05,https://www.accu.co.uk/metric-cap-head-screws/16049-SSC-M5-30-12-9
hardware_screw_socket_cap_m5_black_35_mm_length_hex_head,1891240,1150M470035,orbital_fasteners,200,0.061,0.061,0.0338,0.0305,0.0271,https://www.orbitalfasteners.co.uk/products/m5-x-35-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-35-socket-cap-screw-gr12-9-self-colour-din-91-1150m470035,M5 x 35 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,2400,7318156890,5050420696357,0.061,0.061,0.0338,0.0305,0.0271,0.0338,,,,,,SSCF-M5-35-12.9,SSCF-M5-35-12.9+-zinc,0.70,0.08,0.08,0.06,0.06,https://www.accu.co.uk/metric-cap-head-screws/386630-SSC-M5-35-12-9
hardware_screw_socket_cap_m5_black_40_mm_length_hex_head,1891250,1150M470040,orbital_fasteners,200,0.0726,0.0726,0.0403,0.0362,0.0323,https://www.orbitalfasteners.co.uk/products/m5-x-40-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-40-socket-cap-screw-gr12-9-self-colour-din-91-1150m470040,M5 x 40 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,2400,7318156890,5050420696364,0.0726,0.0726,0.0403,0.0362,0.0323,0.0403,,,,,,SSCF-M5-40-12.9,SSCF-M5-40-12.9+-zinc,0.69,0.07,0.07,0.05,0.05,https://www.accu.co.uk/metric-cap-head-screws/16050-SSC-M5-40-12-9
hardware_screw_socket_cap_m5_black_45_mm_length_hex_head,1891251,1150M470045,orbital_fasteners,200,0.0838,0.0838,0.0466,0.0372,0.0372,https://www.orbitalfasteners.co.uk/products/m5-x-45-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-45-socket-cap-screw-gr12-9-self-colour-din-91-1150m470045,M5 x 45 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,1600,7318156890,5050420696371,0.0838,0.0838,0.0466,0.0372,0.0372,0.0466,,,,,,SSCF-M5-45-12.9,SSCF-M5-45-12.9+-zinc,0.70,0.08,0.08,0.06,0.06,https://www.accu.co.uk/metric-cap-head-screws/16051-SSC-M5-45-12-9
hardware_screw_socket_cap_m5_black_50_mm_length_hex_head,1891260,1150M470050,orbital_fasteners,200,0.0859,0.0859,0.0478,0.0382,0.0382,https://www.orbitalfasteners.co.uk/products/m5-x-50-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-50-socket-cap-screw-gr12-9-self-colour-din-91-1150m470050,M5 x 50 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,1600,7318156890,5050420696388,0.0859,0.0859,0.0478,0.0382,0.0382,0.0478,,,,,,SSCF-M5-50-12.9,SSCF-M5-50-12.9+-zinc,0.71,0.09,0.09,0.07,0.07,https://www.accu.co.uk/metric-cap-head-screws/16052-SSC-M5-50-12-9
hardware_screw_socket_cap_m5_black_60_mm_length_hex_head,1891263,1150M470060,orbital_fasteners,200,0.1054,0.1054,0.0586,0.0468,0.0468,https://www.orbitalfasteners.co.uk/products/m5-x-60-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-60-socket-cap-screw-gr12-9-self-colour-din-91-1150m470060,M5 x 60 Socket Cap Screw Gr12.9 Self Colour DIN 912 165,200,1600,7318156890,5050420696401,0.1054,0.1054,0.0586,0.0468,0.0468,0.0586,,,,,,SSCF-M5-60-12.9,SSCF-M5-60-12.9+-zinc,0.74,0.11,0.11,0.09,0.09,https://www.accu.co.uk/metric-cap-head-screws/16054-SSC-M5-60-12-9
hardware_screw_socket_cap_m5_black_65_mm_length_hex_head,1891264,1150M470065,orbital_fasteners,200,0.1158,0.1158,0.0643,0.0578,0.0515,https://www.orbitalfasteners.co.uk/products/m5-x-65-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-65-socket-cap-screw-gr12-9-self-colour-din-91-1150m470065,M5 x 65 Socket Cap Screw Gr12.9 Self Colour DIN 912 165,200,1600,7318156890,5050420696418,0.1158,0.1158,0.0643,0.0578,0.0515,0.0643,,,,,,SSCF-M5-65-12.9,SSCF-M5-65-12.9+-zinc,0.77,0.13,0.13,0.11,0.11,https://www.accu.co.uk/metric-cap-head-screws/16055-SSC-M5-65-12-9
hardware_screw_socket_cap_m5_black_70_mm_length_hex_head,1891265,1150M470070,orbital_fasteners,200,0.1188,0.1188,0.066,0.0594,0.0528,https://www.orbitalfasteners.co.uk/products/m5-x-70-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-70-socket-cap-screw-gr12-9-self-colour-din-91-1150m470070,M5 x 70 Socket Cap Screw Gr12.9 Self Colour DIN 912 165,200,1200,7318156890,5050420696425,0.1188,0.1188,0.066,0.0594,0.0528,0.066,,,,,,SSCF-M5-70-12.9,SSCF-M5-70-12.9+-zinc,0.76,0.12,0.12,0.10,0.10,https://www.accu.co.uk/metric-cap-head-screws/16056-SSC-M5-70-12-9
hardware_screw_socket_cap_m5_black_80_mm_length_hex_head,1891266,1150M470080,orbital_fasteners,200,0.1218,0.1218,0.0677,0.061,0.0541,https://www.orbitalfasteners.co.uk/products/m5-x-80-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-80-socket-cap-screw-gr12-9-self-colour-din-91-1150m470080,M5 x 80 Socket Cap Screw Gr12.9 Self Colour DIN 912 165,200,1200,7318156890,5050420696449,0.1218,0.1218,0.0677,0.061,0.0541,0.0677,,,,,,SSCF-M5-80-12.9,SSCF-M5-80-12.9+-zinc,0.85,0.20,0.18,0.17,0.17,https://www.accu.co.uk/metric-cap-head-screws/16058-SSC-M5-80-12-9
hardware_screw_socket_cap_m5_black_90_mm_length_hex_head,1891267,1150M470090,orbital_fasteners,200,0.1741,0.1741,0.0967,0.087,0.0774,https://www.orbitalfasteners.co.uk/products/m5-x-90-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-90-socket-cap-screw-gr12-9-self-colour-din-91-1150m470090,M5 x 90 Socket Cap Screw Gr12.9 Self Colour DIN 912 195,200,1200,7318156890,5050420696456,0.1741,0.1741,0.0967,0.087,0.0774,0.0967,,,,,,SSCF-M5-90-12.9,SSCF-M5-90-12.9+-zinc,0.84,0.19,0.17,0.16,0.16,https://www.accu.co.uk/metric-cap-head-screws/16059-SSC-M5-90-12-9
hardware_screw_socket_cap_m5_black_100_mm_length_hex_head,1891268,1150M470100,orbital_fasteners,200,0.2074,0.2074,0.1152,0.0922,0.0922,https://www.orbitalfasteners.co.uk/products/m5-x-100-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-100-socket-cap-screw-gr12-9-self-colour-din-9-1150m470100,M5 x 100 Socket Cap Screw Gr12.9 Self Colour DIN 912 195,100,800,7318156890,5050420696463,0.2074,0.2074,0.1152,0.0922,0.0922,0.1152,,,,,,SSCF-M5-100-12.9,SSCF-M5-100-12.9+-zinc,0.96,0.29,0.29,0.25,0.25,https://www.accu.co.uk/metric-cap-head-screws/16060-SSC-M5-100-12-9
hardware_screw_socket_cap_m5_black_110_mm_length_hex_head,1891269,1150M470110,orbital_fasteners,200,0.3331,0.185,0.185,0.1481,0.1481,https://www.orbitalfasteners.co.uk/products/m5-x-110-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m5-x-110-socket-cap-screw-gr12-9-self-colour-din-9-1150m470110,M5 x 110 Socket Cap Screw Gr12.9 Self Colour DIN 912 195,100,800,7318156890,5050420696470,0.3331,0.185,0.185,0.1481,0.1481,0.185,,,,,,SSCF-M5-110-12.9,SSCF-M5-110-12.9+-zinc,0.97,0.29,0.29,0.25,0.25,https://www.accu.co.uk/metric-cap-head-screws/16061-SSC-M5-110-12-9
hardware_screw_socket_cap_m6_black_10_mm_length_hex_head,1891270,1150M4900010,orbital_fasteners,200,0.0605,0.0605,0.0336,0.0269,0.0269,https://www.orbitalfasteners.co.uk/products/m6-x-10-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0605,0.0605,0.0336,0.0269,0.0269,0.0336,,,,,,SSCF-M6-10-12.9,SSCF-M6-10-12.9+-zinc,0.65,0.04,0.04,0.03,0.03,https://www.accu.co.uk/metric-cap-head-screws/16070-SSCF-M6-10-12-9
hardware_screw_socket_cap_m6_black_8_mm_length_hex_head,1891271,1150M490008,orbital_fasteners,200,0.0596,0.0596,0.0331,0.0265,0.0265,https://www.orbitalfasteners.co.uk/products/m6-x-8-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m6-x-8-socket-cap-screw-gr12-9-self-colour-din-912-1150m490008,M6 x 8 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420667326,0.0596,0.0596,0.0331,0.0265,0.0265,0.0331,,,,,,SSCF-M6-8-12.9,SSCF-M6-8-12.9+-zinc,0.67,0.06,0.06,0.05,0.04,https://www.accu.co.uk/metric-cap-head-screws/16069-SSCF-M6-8-12-9
