oomp_id,part_number_distributor_orbital_fasteners,part_number_manufacturer_metalmate,distributor_current,quantity_current,price_1_distributor_orbital_fasteners,price_100_distributor_orbital_fasteners,price_200_distributor_orbital_fasteners,price_1000_distributor_orbital_fasteners,price_10000_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,webpage_manufacturer_metalmate,name_manufacturer_metalmate,box_size_manufacturer_metalmate,box_of_box_size_manufacturer_metalmate,commonity_code,barcode_manufacturer_metalmate,price_1,price_100,price_200,price_1000,price_10000,price_current,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth_weight,project_bolt_tray_capacity_oobb_2_5_width_2_length_18_mm_depth,weight,weight_10,part_number_distributor_accu,part_number_distributor_accu_search,price_1_distributor_accu,price_100_distributor_accu,price_200_distributor_accu,price_1000_distributor_accu,price_10000_distributor_accu,webpage_distributor_accu
hardware_set_screw_m6_22_mm_length,1851182,Z0318M490022,orbital_fasteners,200,0.0676,0.0676,0.0676,0.0376,0.03,https://www.orbitalfasteners.co.uk/products/m6-x-22-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-din-933,,,,,,,0.0676,0.0676,0.0676,0.0376,0.03,0.0676,,,,,,,,,,,,,
hardware_set_screw_m6_25_mm_length,1851190,Z0318M490025,orbital_fasteners,200,0.0379,0.0379,0.0379,0.0211,0.0168,https://www.orbitalfasteners.co.uk/products/m6-x-25-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-25-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490025,M6 x 25 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),500,3000,7318158880,5050420654173,0.0379,0.0379,0.0379,0.0211,0.0168,0.0379,,,,,,,,,,,,,
hardware_set_screw_m6_30_mm_length,1851200,Z0318M490030,orbital_fasteners,200,0.0424,0.0424,0.0424,0.0235,0.0188,https://www.orbitalfasteners.co.uk/products/m6-x-30-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-30-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490030,M6 x 30 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),500,3000,7318158880,5050420654180,0.0424,0.0424,0.0424,0.0235,0.0188,0.0424,,,,,,,,,,,,,
hardware_set_screw_m6_35_mm_length,1851210,Z0318M490035,orbital_fasteners,200,0.0481,0.0481,0.0268,0.0241,0.0214,https://www.orbitalfasteners.co.uk/products/m6-x-35-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-35-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490035,M6 x 35 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2400,7318158880,5050420654197,0.0481,0.0481,0.0268,0.0241,0.0214,0.0268,,,,,,,,,,,,,
hardware_set_screw_m6_40_mm_length,1851220,Z0318M490040,orbital_fasteners,200,0.0481,0.0481,0.0268,0.0241,0.0214,https://www.orbitalfasteners.co.uk/products/m6-x-40-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-40-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490040,M6 x 40 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2000,7318158880,5050420654203,0.0481,0.0481,0.0268,0.0241,0.0214,0.0268,,,,,,,,,,,,,
hardware_set_screw_m6_45_mm_length,1851225,Z0318M490045,orbital_fasteners,200,0.0571,0.0571,0.0318,0.0286,0.0254,https://www.orbitalfasteners.co.uk/products/m6-x-45-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m6-x-45-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490045,M6 x 45 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2000,7318158880,5050420675857,0.0571,0.0571,0.0318,0.0286,0.0254,0.0318,,,,,,,,,,,,,
hardware_set_screw_m6_50_mm_length,1851230,Z0318M490050,orbital_fasteners,200,0.062,0.062,0.0344,0.0276,0.0276,https://www.orbitalfasteners.co.uk/products/m6-x-50-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-50-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490050,M6 x 50 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1600,7318158880,5050420654210,0.062,0.062,0.0344,0.0276,0.0276,0.0344,,,,,,,,,,,,,
hardware_set_screw_m6_55_mm_length,1851235,Z0318M490055,orbital_fasteners,200,0.0677,0.0677,0.0376,0.0301,0.0301,https://www.orbitalfasteners.co.uk/products/m6-x-55-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m6-x-55-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490055,M6 x 55 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1600,7318158880,5050420675864,0.0677,0.0677,0.0376,0.0301,0.0301,0.0376,,,,,,,,,,,,,
hardware_set_screw_m6_60_mm_length,1851240,Z0318M490060,orbital_fasteners,200,0.073,0.073,0.0406,0.0365,0.0324,https://www.orbitalfasteners.co.uk/products/m6-x-60-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-60-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490060,M6 x 60 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420675871,0.073,0.073,0.0406,0.0365,0.0324,0.0406,,,,,,,,,,,,,
hardware_set_screw_m6_65_mm_length,1851245,Z0318M490065,orbital_fasteners,200,0.0766,0.0766,0.0426,0.0383,0.0341,https://www.orbitalfasteners.co.uk/products/m6-x-65-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m6-x-65-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490065,M6 x 65 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420680103,0.0766,0.0766,0.0426,0.0383,0.0341,0.0426,,,,,,,,,,,,,
hardware_set_screw_m6_75_mm_length,1851247,Z0318M490075,orbital_fasteners,200,0.0853,0.0853,0.0474,0.0427,0.0379,https://www.orbitalfasteners.co.uk/products/m6-x-75-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m6-x-75-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490075,M6 x 75 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420675888,0.0853,0.0853,0.0474,0.0427,0.0379,0.0474,,,,,,,,,,,,,
hardware_set_screw_m6_70_mm_length,1851250,Z0318M490070,orbital_fasteners,200,0.0802,0.0802,0.0445,0.0401,0.0356,https://www.orbitalfasteners.co.uk/products/m6-x-70-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-70-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490070,M6 x 70 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420654227,0.0802,0.0802,0.0445,0.0401,0.0356,0.0445,,,,,,,,,,,,,
hardware_set_screw_m6_80_mm_length,1851251,Z0318M490080,orbital_fasteners,200,0.0932,0.0518,0.0518,0.0414,0.0414,https://www.orbitalfasteners.co.uk/products/m6-x-80-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-80-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490080,M6 x 80 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,1000,7318158880,5050420675895,0.0932,0.0518,0.0518,0.0414,0.0414,0.0518,,,,,,,,,,,,,
hardware_set_screw_m6_90_mm_length,1851252,Z0318M490090,orbital_fasteners,200,0.1813,0.1008,0.1008,0.0806,0.0806,https://www.orbitalfasteners.co.uk/products/m6-x-90-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-90-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m490090,M6 x 90 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,1000,7318158880,5050420664806,0.1813,0.1008,0.1008,0.0806,0.0806,0.1008,,,,,,,,,,,,,
hardware_set_screw_m6_100_mm_length,1851253,Z0318M490100,orbital_fasteners,200,0.2543,0.1412,0.1412,0.113,0.113,https://www.orbitalfasteners.co.uk/products/m6-x-100-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m6-x-100-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m490100,M6 x 100 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,1000,7318158880,5050420654234,0.2543,0.1412,0.1412,0.113,0.113,0.1412,,,,,,,,,,,,,
hardware_set_screw_m8_100_mm_length,1851412,Z0318M540100,orbital_fasteners,200,0.2101,0.1313,0.1313,0.105,0.105,https://www.orbitalfasteners.co.uk/products/m8-x-100-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-100-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540100,M8 x 100 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,600,7318158880,5050420654395,0.2101,0.1313,0.1313,0.105,0.105,0.1313,,,,,,,,,,,,,
hardware_set_screw_m8_10_mm_length,1851254,Z0318M540010,orbital_fasteners,200,0.0409,0.0409,0.0256,0.023,0.0204,https://www.orbitalfasteners.co.uk/products/m8-x-10-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-10-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540010,M8 x 10 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2400,7318158880,5050420654241,0.0409,0.0409,0.0256,0.023,0.0204,0.0256,,,,,,,,,,,,,
hardware_set_screw_m8_12_mm_length,1851270,Z0318M540012,orbital_fasteners,200,0.0434,0.0434,0.0271,0.0245,0.0217,https://www.orbitalfasteners.co.uk/products/m8-x-12-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-12-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540012,M8 x 12 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2400,7318158880,5050420675901,0.0434,0.0434,0.0271,0.0245,0.0217,0.0271,,,,,,,,,,,,,
hardware_set_screw_m8_16_mm_length,1851280,Z0318M540016,orbital_fasteners,200,0.0502,0.0502,0.0314,0.0282,0.0251,https://www.orbitalfasteners.co.uk/products/m8-x-16-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-16-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540016,M8 x 16 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2000,7318158880,5050420654258,0.0502,0.0502,0.0314,0.0282,0.0251,0.0314,,,,,,,,,,,,,
hardware_set_screw_m8_20_mm_length,1851290,Z0318M540020,orbital_fasteners,200,0.0557,0.0557,0.0348,0.0278,0.0278,https://www.orbitalfasteners.co.uk/products/m8-x-20-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-20-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540020,M8 x 20 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1600,7318158880,5050420654265,0.0557,0.0557,0.0348,0.0278,0.0278,0.0348,,,,,,,,,,,,,
hardware_set_screw_m8_25_mm_length,1851300,Z0318M540025,orbital_fasteners,200,0.0601,0.0601,0.0376,0.0301,0.0301,https://www.orbitalfasteners.co.uk/products/m8-x-25-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-25-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540025,M8 x 25 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1600,7318158880,5050420654272,0.0601,0.0601,0.0376,0.0301,0.0301,0.0376,,,,,,,,,,,,,
hardware_set_screw_m8_30_mm_length,1851310,Z0318M540030,orbital_fasteners,200,0.0673,0.0673,0.0421,0.0378,0.0336,https://www.orbitalfasteners.co.uk/products/m8-x-30-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-30-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540030,M8 x 30 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420654289,0.0673,0.0673,0.0421,0.0378,0.0336,0.0421,,,,,,,,,,,,,
hardware_set_screw_m8_35_mm_length,1851320,Z0318M540035,orbital_fasteners,200,0.0744,0.0744,0.0466,0.0419,0.0372,https://www.orbitalfasteners.co.uk/products/m8-x-35-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-35-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540035,M8 x 35 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420654296,0.0744,0.0744,0.0466,0.0419,0.0372,0.0466,,,,,,,,,,,,,
hardware_set_screw_m8_40_mm_length,1851330,Z0318M540040,orbital_fasteners,200,0.0796,0.0796,0.0497,0.0448,0.0397,https://www.orbitalfasteners.co.uk/products/m8-x-40-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-40-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540040,M8 x 40 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420654302,0.0796,0.0796,0.0497,0.0448,0.0397,0.0497,,,,,,,,,,,,,
hardware_set_screw_m8_45_mm_length,1851340,Z0318M540045,orbital_fasteners,200,0.0874,0.0874,0.0546,0.0492,0.0437,https://www.orbitalfasteners.co.uk/products/m8-x-45-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-45-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540045,M8 x 45 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,800,7318158880,5050420654319,0.0874,0.0874,0.0546,0.0492,0.0437,0.0546,,,,,,,,,,,,,
hardware_set_screw_m8_50_mm_length,1851350,Z0318M540050,orbital_fasteners,200,0.0943,0.0943,0.0589,0.053,0.0472,https://www.orbitalfasteners.co.uk/products/m8-x-50-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-50-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540050,M8 x 50 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,800,7318158880,5050420654326,0.0943,0.0943,0.0589,0.053,0.0472,0.0589,,,,,,,,,,,,,
hardware_set_screw_m8_55_mm_length,1851360,Z0318M540055,orbital_fasteners,200,0.1003,0.1003,0.0628,0.0564,0.0502,https://www.orbitalfasteners.co.uk/products/m8-x-55-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-55-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540055,M8 x 55 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,800,7318158880,5050420654333,0.1003,0.1003,0.0628,0.0564,0.0502,0.0628,,,,,,,,,,,,,
hardware_set_screw_m8_60_mm_length,1851370,Z0318M540060,orbital_fasteners,200,0.1528,0.1528,0.0955,0.0764,0.0764,https://www.orbitalfasteners.co.uk/products/m8-x-60-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-60-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540060,M8 x 60 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,800,7318158880,5050420654340,0.1528,0.1528,0.0955,0.0764,0.0764,0.0955,,,,,,,,,,,,,
hardware_set_screw_m8_65_mm_length,1851380,Z0318M540065,orbital_fasteners,200,0.194,0.1213,0.1213,0.0971,0.0971,https://www.orbitalfasteners.co.uk/products/m8-x-65-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-65-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540065,M8 x 65 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,800,7318158880,5050420654357,0.194,0.1213,0.1213,0.0971,0.0971,0.1213,,,,,,,,,,,,,
hardware_set_screw_m8_70_mm_length,1851390,Z0318M540070,orbital_fasteners,200,0.1211,0.0757,0.0757,0.0605,0.0605,https://www.orbitalfasteners.co.uk/products/m8-x-70-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-70-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540070,M8 x 70 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,800,7318158880,5050420675918,0.1211,0.0757,0.0757,0.0605,0.0605,0.0757,,,,,,,,,,,,,
hardware_set_screw_m8_75_mm_length,1851400,Z0318M540075,orbital_fasteners,200,0.176,0.11,0.11,0.088,0.088,https://www.orbitalfasteners.co.uk/products/m8-x-75-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-75-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540075,M8 x 75 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,600,7318158880,5050420654364,0.176,0.11,0.11,0.088,0.088,0.11,,,,,,,,,,,,,
hardware_set_screw_m8_80_mm_length,1851410,Z0318M540080,orbital_fasteners,200,0.1843,0.1152,0.1152,0.0922,0.0922,https://www.orbitalfasteners.co.uk/products/m8-x-80-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-80-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540080,M8 x 80 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,600,7318158880,5050420654371,0.1843,0.1152,0.1152,0.0922,0.0922,0.1152,,,,,,,,,,,,,
hardware_set_screw_m8_90_mm_length,1851411,Z0318M540090,orbital_fasteners,200,0.1962,0.1226,0.1226,0.098,0.098,https://www.orbitalfasteners.co.uk/products/m8-x-90-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-90-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540090,M8 x 90 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,600,7318158880,5050420654388,0.1962,0.1226,0.1226,0.098,0.098,0.1226,,,,,,,,,,,,,
hardware_set_screw_m8_110_mm_length,1851413,Z0318M540110,orbital_fasteners,200,0.3178,0.1986,0.1986,0.1589,0.1589,https://www.orbitalfasteners.co.uk/products/m8-x-110-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m8-x-110-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540110,M8 x 110 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,400,7318158880,5050420681056,0.3178,0.1986,0.1986,0.1589,0.1589,0.1986,,,,,,,,,,,,,
hardware_set_screw_m8_120_mm_length,1851414,Z0318M540120,orbital_fasteners,200,0.3336,0.2086,0.2086,0.1668,0.1668,https://www.orbitalfasteners.co.uk/products/m8-x-120-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m8-x-120-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540120,M8 x 120 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,400,7318158880,5050420676915,0.3336,0.2086,0.2086,0.1668,0.1668,0.2086,,,,,,,,,,,,,
hardware_set_screw_m8_130_mm_length,1851415,Z0318M540130,orbital_fasteners,200,0.36,0.225,0.225,0.18,0.18,https://www.orbitalfasteners.co.uk/products/m8-x-130-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m8-x-130-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540130,M8 x 130 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),50,300,7318158880,5050420681063,0.36,0.225,0.225,0.18,0.18,0.225,,,,,,,,,,,,,
hardware_set_screw_m8_140_mm_length,1851416,Z0318M540140,orbital_fasteners,200,0.4123,0.2578,0.2578,0.2062,0.2062,https://www.orbitalfasteners.co.uk/products/m8-x-140-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-140-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540140,M8 x 140 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),50,300,7318158880,5050420681070,0.4123,0.2578,0.2578,0.2062,0.2062,0.2578,,,,,,,,,,,,,
hardware_set_screw_m8_150_mm_length,1851417,Z0318M540150,orbital_fasteners,200,0.4186,0.2616,0.2616,0.2093,0.2093,https://www.orbitalfasteners.co.uk/products/m8-x-150-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m8-x-150-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540150,M8 x 150 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),50,300,7318158880,5050420681087,0.4186,0.2616,0.2616,0.2093,0.2093,0.2616,,,,,,,,,,,,,
hardware_screw_socket_cap_m3_black_6_mm_length_hex_head,1891000,1150M390006,orbital_fasteners,200,0.0324,0.0324,0.018,0.0144,0.0144,https://www.orbitalfasteners.co.uk/products/m3-x-6-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-6-socket-cap-screw-gr12-9-self-colour-din-912-1150m390006,M3 x 6 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420695916,0.0324,0.0324,0.018,0.0144,0.0144,0.018,,,,,,SSCF-M3-6-12.9,SSCF-M3-6-12.9+-zinc,0.62,0.02,0.02,0.02,0.01,https://www.accu.co.uk/metric-cap-head-screws/16002-SSCF-M3-6-12-9
hardware_screw_socket_cap_m3_black_8_mm_length_hex_head,1891010,1150M390008,orbital_fasteners,200,0.0337,0.0337,0.0187,0.015,0.015,https://www.orbitalfasteners.co.uk/products/m3-x-8-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-8-socket-cap-screw-gr12-9-self-colour-din-912-1150m390008,M3 x 8 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420695923,0.0337,0.0337,0.0187,0.015,0.015,0.0187,,,,,,SSCF-M3-8-12.9,SSCF-M3-8-12.9+-zinc,0.62,0.02,0.02,0.02,0.02,https://www.accu.co.uk/metric-cap-head-screws/16003-SSCF-M3-8-12-9
hardware_screw_socket_cap_m3_black_10_mm_length_hex_head,1891020,1150M390010,orbital_fasteners,200,0.0337,0.0337,0.0187,0.015,0.015,https://www.orbitalfasteners.co.uk/products/m3-x-10-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-10-socket-cap-screw-gr12-9-self-colour-din-91-1150m390010,M3 x 10 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420695930,0.0337,0.0337,0.0187,0.015,0.015,0.0187,,,,,,SSCF-M3-10-12.9,SSCF-M3-10-12.9+-zinc,0.62,0.02,0.02,0.01,0.01,https://www.accu.co.uk/metric-cap-head-screws/16004-SSCF-M3-10-12-9
hardware_screw_socket_cap_m3_black_12_mm_length_hex_head,1891030,1150M390012,orbital_fasteners,200,0.0354,0.0354,0.0197,0.0157,0.0157,https://www.orbitalfasteners.co.uk/products/m3-x-12-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-12-socket-cap-screw-gr12-9-self-colour-din-91-1150m390012,M3 x 12 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420695947,0.0354,0.0354,0.0197,0.0157,0.0157,0.0197,,,,,,SSCF-M3-12-12.9,SSCF-M3-12-12.9+-zinc,0.63,0.03,0.03,0.02,0.02,https://www.accu.co.uk/metric-cap-head-screws/16005-SSCF-M3-12-12-9
hardware_screw_socket_cap_m3_black_16_mm_length_hex_head,1891040,1150M390016,orbital_fasteners,200,0.0376,0.0376,0.0209,0.0167,0.0167,https://www.orbitalfasteners.co.uk/products/m3-x-16-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-16-socket-cap-screw-gr12-9-self-colour-din-91-1150m390016,M3 x 16 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420695954,0.0376,0.0376,0.0209,0.0167,0.0167,0.0209,,,,,,SSCF-M3-16-12.9,SSCF-M3-16-12.9+-zinc,0.63,0.03,0.03,0.02,0.02,https://www.accu.co.uk/metric-cap-head-screws/16007-SSCF-M3-16-12-9
hardware_screw_socket_cap_m3_black_20_mm_length_hex_head,1891050,1150M390020,orbital_fasteners,200,0.0415,0.0415,0.023,0.0185,0.0185,https://www.orbitalfasteners.co.uk/products/m3-x-20-socket-cap-screw-high-tensile-grade-12-9-self-colour,https://www.harclob2b.com/m3-x-20-socket-cap-screw-gr12-9-self-colour-din-91-1150m390020,M3 x 20 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420695978,0.0415,0.0415,0.023,0.0185,0.0185,0.023,,,,,,SSCF-M3-20-12.9,SSCF-M3-20-12.9+-zinc,0.67,0.06,0.06,0.04,0.04,https://www.accu.co.uk/metric-cap-head-screws/16008-SSC-M3-20-12-9
hardware_screw_socket_cap_m3_black_25_mm_length_hex_head,1891052,1150M390025,orbital_fasteners,200,0.048,0.048,0.0266,0.0214,0.0214,https://www.orbitalfasteners.co.uk/products/m3-x-25-socket-cap-screw-high-tensile-grade-12-9-self-colour-,https://www.harclob2b.com/m3-x-25-socket-cap-screw-gr12-9-self-colour-din-91-1150m390025,M3 x 25 Socket Cap Screw Gr12.9 Self Colour DIN 912 150,200,4800,7318156890,5050420695985,0.048,0.048,0.0266,0.0214,0.0214,0.0266,,,,,,SSCF-M3-25-12.9,SSCF-M3-25-12.9+-zinc,0.67,0.06,0.06,0.04,0.04,https://www.accu.co.uk/metric-cap-head-screws/16009-SSC-M3-25-12-9
